year,home_team,away_team,home_goals,away_goals,stage,match_result,host_country,home_is_host,away_is_host,stage_num,is_knockout,HTGS,ATGS,HTGC,ATGC,HTP,ATP,home_gpg,away_gpg,home_gcpg,away_gcpg,goal_diff,concede_diff,points_diff,gpg_diff,gcpg_diff,home_form,away_form,form_diff,home_elo,away_elo,elo_diff,h2h_home_win_rate,home_conf_strength,away_conf_strength,conf_strength_diff,home_wc_exp,away_wc_exp,wc_exp_diff,stage_num,is_knockout,home_is_host,away_is_host
1938,Brazil,Czechoslovakia,1,1,quarter_final,D,France,0,0,3,1,12,12,10,6,6,12,3.0,2.4,2.5,1.2,0,4,-6,0.6000000000000001,1.3,1.747710619386944,2.275663847770754,-0.5279532283838098,1519.0576397600876,1521.82706899536,-2.769429235272355,0.33,0.68,0.72,-0.039999999999999925,2,1,1,3,1,0,0
1938,Hungary,Switzerland,2,0,quarter_final,H,France,0,0,3,1,11,10,4,8,6,7,3.667,2.5,1.333,2.0,1,-4,-1,1.1669999999999998,-0.667,2.0784123428445045,1.855461513947379,0.22295082889712559,1519.8113630235664,1520.0383259596827,-0.2269629361162515,0.33,0.72,0.72,0.0,1,1,0,3,1,0,0
1938,Sweden,Cuba,8,0,quarter_final,H,France,0,0,3,1,4,5,4,4,3,4,2.0,2.5,2.0,2.0,-1,0,-1,-0.5,0.0,0.8068242641099854,2.46211715726001,-1.6552928931500246,1496.1008703688349,1519.891489700566,-23.790619331731023,0.33,0.72,0.45,0.26999999999999996,1,0,1,3,1,0,0
1938,Italy,France,3,1,quarter_final,H,France,0,1,3,1,14,9,4,7,16,6,2.333,1.8,0.667,1.4,5,-3,10,0.5330000000000001,-0.7329999999999999,2.771898552497187,1.2722182009423733,1.4996803515548136,1524.9009547750716,1518.960137140628,5.940817634443647,0.33,0.72,0.72,0.0,1,2,-1,3,1,0,1
1938,Brazil,Czechoslovakia,2,1,quarter_final,H,France,0,0,3,1,13,13,11,7,7,13,2.6,2.167,2.2,1.167,0,4,-6,0.4330000000000003,1.0330000000000001,1.4736902463906125,1.8158424176448327,-0.34215217125422015,1519.2489411026818,1521.6357676527657,-2.3868265500839243,0.0,0.68,0.72,-0.039999999999999925,2,1,1,3,1,0,0
1938,Hungary,Sweden,5,1,semi_final,H,France,0,0,4,1,13,12,4,4,9,6,3.25,4.0,1.0,1.333,1,0,3,-0.75,-0.33299999999999996,2.4071003031326303,2.0784123428445045,0.32868796028812586,1543.827041065537,1525.191022246691,18.63601881884597,0.33,0.72,0.72,0.0,1,1,0,4,1,0,0
1938,Italy,Brazil,2,1,semi_final,H,France,0,0,4,1,17,15,5,12,19,10,2.429,2.5,0.714,2.0,2,-7,9,-0.07100000000000017,-1.286,3.0,2.0777771475818545,0.9222228524181455,1548.4906176216416,1543.413814645985,5.076802975656619,0.33,0.72,0.68,0.039999999999999925,1,2,-1,4,1,0,0
1938,Brazil,Sweden,4,2,third_place,H,France,0,0,5,1,16,13,14,9,10,6,2.286,3.25,2.0,2.25,3,5,4,-0.964,-0.25,1.3517060906822502,1.252289380613056,0.09941671006919428,1515.8229275087251,1498.6914692043176,17.131458304407488,0.33,0.68,0.72,-0.039999999999999925,2,1,1,5,1,0,0
1938,Italy,Hungary,4,2,final,H,France,0,0,6,1,19,18,6,5,22,12,2.375,3.6,0.75,1.0,1,1,10,-1.225,-0.25,3.0,2.5606679157346854,0.43933208426531456,1576.0815047589015,1570.3265941079105,5.754910650990951,0.33,0.72,0.72,0.0,1,1,0,6,1,0,0
1950,Brazil,Mexico,4,0,group,H,Brazil,1,0,1,0,20,4,16,13,13,0,2.5,1.333,2.0,4.333,16,3,13,1.167,-2.333,1.9827757915938775,0.0,1.9827757915938775,1538.6404864310637,1454.9328313337994,83.70765509726425,0.33,0.68,0.45,0.23000000000000004,3,1,2,1,0,1,0
1950,England,Chile,2,0,group,H,Brazil,0,0,1,0,0,5,0,3,0,6,0.0,1.667,0.0,1.0,-5,-3,-6,-1.667,-1.0,1.0,1.4805588268330379,-0.48055882683303786,1500.0,1514.5279572624968,-14.527957262496784,0.33,0.72,0.68,0.039999999999999925,0,1,-1,1,0,0,0
1950,Spain,USA,3,1,group,H,Brazil,0,0,1,0,4,8,3,13,4,6,1.333,2.0,1.0,3.25,-4,-10,-2,-0.667,-2.25,0.8661670553960411,1.0177308937025484,-0.15156383830650733,1496.001748592036,1480.2117634347835,15.789985157252431,0.33,0.72,0.72,0.0,1,2,-1,1,0,0,0
1950,Sweden,Italy,3,2,group,H,Brazil,0,0,1,0,15,23,13,8,6,25,3.0,2.556,2.6,0.889,-8,5,-19,0.44399999999999995,1.711,0.9062657338172854,3.0,-2.0937342661827145,1475.873910281979,1607.5515063699431,-131.67759608796405,0.33,0.72,0.72,0.0,2,2,0,1,0,0,0
1950,Yugoslavia,Switzerland,3,0,group,H,Brazil,0,0,1,0,7,10,7,10,6,7,2.333,2.0,2.333,2.0,-3,-3,-1,0.3330000000000002,0.3330000000000002,1.4805588268330379,1.254526177671155,0.22603264916188293,1503.2664258788964,1496.022647917712,7.243777961184378,0.33,0.72,0.72,0.0,1,2,-1,1,0,0,0
1950,Brazil,Switzerland,2,2,group,D,Brazil,1,0,1,0,24,10,16,13,16,7,2.667,1.667,1.778,2.167,14,3,9,0.9999999999999998,-0.3889999999999998,2.207784989934122,0.7105575906515037,1.4972273992826182,1517.739289645767,1483.8178118049939,33.92147784077315,0.33,0.68,0.72,-0.039999999999999925,3,2,1,1,0,1,0
1950,Yugoslavia,Mexico,4,1,group,H,Brazil,0,0,1,0,10,4,7,17,9,0,2.5,1.0,1.75,4.25,6,-10,9,1.5,-2.5,2.172541816222123,0.0,2.172541816222123,1516.1466418848365,1481.939376242476,34.207265642360426,0.33,0.72,0.45,0.26999999999999996,1,1,0,1,0,0,0
1950,Spain,Chile,2,0,group,H,Brazil,0,0,1,0,7,5,4,5,7,6,1.75,1.25,1.0,1.25,2,-1,1,0.5,-0.25,1.7772753516438766,1.0177308937025484,0.7595444579413282,1515.7637297077392,1484.692946054042,31.070783653697163,0.33,0.72,0.68,0.039999999999999925,1,1,0,1,0,0,0
1950,Sweden,Paraguay,2,2,group,D,Brazil,0,0,1,0,18,1,15,3,9,3,3.0,0.5,2.5,1.5,17,12,6,2.5,1.0,1.3693981139534686,2.193175735890015,-0.8237776219365462,1515.0968580962578,1500.7023986633528,14.394459432905023,0.33,0.72,0.68,0.039999999999999925,2,1,1,1,0,0,0
